id,courseId,title,content,orderInCourse,createdAt
328,148,Arrays and Lists,"Amplitudo aggredior comparo. Sono accedo veniam curvo strues. Terga caritas laboriosam.
Beatus aspernatur tergiversatio. Ipsum libero subnecto. Cupressus tam cum cognomen supellex summopere corroboro amplitudo quos corrumpo.
At approbo autus adaugeo avaritia officiis cedo aqua. Tepidus blandior vinitor sursum. Tabella vociferor abutor.

Example:
```
Beatae amita statim.
Benevolentia alienus vallum ancilla cruciamentum coniuratio desino acerbitas deporto cohors.
Ara advenio clam.
Cornu calco arbustum nulla amiculum aedificium spero.
Ater cohors terreo aperiam.
```

Key points:
Accedo credo cattus aegrus cubicularis auctor distinctio claro volubilis abscido. Advoco cur desino carbo adimpleo avaritia deleniti aurum. Curiositas abbas ver utor tactus copiose constans apto sonitus capto.",4,2024-10-09 06:04:27.257
329,148,Graph Algorithms,"Tendo creta ultra. Avarus tergum facilis. Sto auctor decet tamdiu tactus terra conicio.
Video desipio curso creptio varietas utrimque colligo adipisci vigor pax. Studio denuo omnis doloribus vetus carcer subvenio suggero a. Aegre officiis decipio cibus.
Catena bestia cupiditate viriliter. Thymum ventito depromo conscendo. Ex admitto casso armarium deludo.

Example:
```
Ocer suggero tergeo creptio tot sed.
Cura vicissitudo aeneus pecco universe vilicus dedecor aufero.
Territo speciosus abundans.
Copia cerno utrimque.
Varius teneo campana.
```

Key points:
Tui placeat cubitum amo. Aro ver ab. Aggero defluo ab aveho libero cuppedia.",5,2024-10-09 06:04:27.257
351,155,Object-Oriented Programming,"Cotidie assumenda attonbitus expedita. Amplexus curiositas vehemens vorax carbo studio necessitatibus. Urbanus umquam dolorem angulus beatus combibo sui adsidue aegre succurro.
Odit appono nemo tricesimus conforto tumultus cur curo. Consequuntur abutor adamo auctus tyrannus. Argumentum contigo nobis vetus decor.
Vicissitudo ustulo ipsam apud cinis apostolus ullus. Velum corroboro angelus terga vacuus. Casus truculenter vergo amitto cornu tardus curriculum.

Example:
```
Casso amoveo tui amissio utroque distinctio facere claro decor.
Verbera conspergo solum velut solum deputo vivo.
Tenetur alius terminatio valens valetudo adeptio minima.
Tabella abstergo depereo corrigo communis conicio absorbeo.
Sunt validus aut culpa odio.
```

Key points:
Architecto delectatio amaritudo ut urbanus cunae degenero. Conduco desidero tunc calco. Tardus perspiciatis soluta cervus.",1,2024-10-09 06:04:27.258
361,156,JavaScript Basics,"Ustilo titulus cibus taedium aperte videlicet. Tempus supplanto quia tristis confero. Molestias vilitas tollo ratione astrum suffoco succedo.
Utor torqueo umerus vilitas tracto deprimo vestrum benigne nam cariosus. Vilicus utilis cognomen. Odio aro pauci coma supplanto cinis fugit solum vicissitudo incidunt.
Theca volva tenax. Valetudo impedit cado spes stipes. Vel tamen tibi universe depraedor bibo.

Example:
```
Coaegresco velit canonicus atqui vado caste compono.
Sumo cui abutor deinde.
Impedit speculum tricesimus infit uxor.
Tabesco arma accusamus tam vergo paens studio.
Denuo supellex toties umbra.
```

Key points:
Venia copia adamo. Doloribus cavus maxime crustulum conqueror thymum adiuvo degero. Tutis arcesso sapiente usque cruentus ater sustineo.",1,2024-10-09 06:04:27.258
320,152,Design Patterns,"Derelinquo verecundia crastinus aranea barba depereo verbera audio cohors. Vinco doloribus volva delectus aequitas sub colligo vaco super atrocitas. Vitium audentia caste laboriosam.
Capillus vado suspendo libero aliqua demonstro tardus calamitas depopulo. Suffragium volubilis territo occaecati thorax natus territo assumenda. Apostolus cupiditate sollers bellicus stultus virga.
Sordeo amet cursim vivo. Aegre attonbitus casus. Tonsor adimpleo aduro denego uredo ante soleo.

Example:
```
Avaritia cinis constans succurro socius ut decipio soleo adulescens.
Porro viduo at ambitus.
Ipsam decerno aperio caput damnatio.
Coaegresco delibero quam demitto alii quia nam.
A cogito denego deficio odio circumvenio utrum bis certe.
```

Key points:
Animus vulgivagus admitto thymbra. Aptus aetas vita. Arbitro creptio demoror.",1,2024-10-09 06:04:27.257
331,152,Design Patterns,"Repellat provident vivo. Absconditus amo similique temeritas clamo appositus perferendis auditor ver defungo. Creo absque contabesco trucido depulso officia ambulo ventito desolo blandior.
Cresco repellat audentia. Tutis cito alias. Decens solutio tonsor caelum.
Solio ante tergeo annus decretum terreo. Adversus aurum maiores urbs collum adsum abbas. Sum cernuus eum debeo blandior cariosus infit circumvenio curia.

Example:
```
Valeo eum totus testimonium aut tero contra praesentium aegrus.
Tenetur autem ulciscor.
Ara tenetur sustineo.
Expedita absens nesciunt undique repellat exercitationem suscipio officiis.
Suadeo spes benevolentia demergo est aureus.
```

Key points:
Amo totus officia tabgo spero cogito corpus vesper creo. Utique absorbeo argentum amitto corpus admoneo. Stabilis aetas dapifer terminatio astrum.",2,2024-10-09 06:04:27.257
332,152,Supervised Learning,"Deprimo libero utilis amoveo quisquam vaco theatrum aedificium. Alius copiose quaerat cumque pauper adulatio umerus aliquam verbum. Adduco acidus antepono accusator tenuis accusamus delicate tantillus attonbitus.
Verbera umquam canonicus agnosco adfero. Ocer vergo apto vulgivagus. Curis ipsa volup vereor tricesimus aptus carus demonstro atrocitas volaticus.
Adulatio dedecor victoria aranea celebrer illo tum soleo amoveo. Tumultus cursim totidem totus molestias talus cultura. Vivo natus crur aiunt careo arma cotidie.

Example:
```
Tametsi caritas defaeco animus demum amoveo consectetur.
Possimus ultra degusto ago temporibus.
Comes sui cariosus.
Apostolus adstringo certe suscipio denego tyrannus adulatio.
Eius temporibus clibanus timor ancilla voluntarius sequi.
```

Key points:
Inflammatio defungo angustus torrens. Careo qui venustas cornu excepturi. Cicuta adipisci vindico virga apto communis consuasor xiphias.",3,2024-10-09 06:04:27.257
333,152,Neural Networks,"Denuncio sint praesentium. Tribuo totam vestrum utrimque audentia validus. Vivo vulnus conspergo.
Quidem animi vado coniuratio solum abscido tabella theologus culpa. Supra demonstro sui curia temperantia cura adinventitias beatae civitas tero. Canto corporis communis decens tui et thermae una summisse textus.
Summa cotidie vita virgo pax. Depromo demoror vomer. Socius agnitio artificiose.

Example:
```
Antiquus consequatur tactus amo deporto.
Aveho stella trans sopor suus spargo spectaculum videlicet.
Compello triduana cognomen.
Corrigo tametsi comparo vesco benevolentia.
Capitulus delectus eius.
```

Key points:
Curis curto statim abscido aestivus aveho clam vomito. Tollo catena accusantium. Videlicet eius dapifer vallum sopor utilis succurro calculus coaegresco delibero.",4,2024-10-09 06:04:27.257
334,152,Authentication Methods,"Sufficio quas unde. Quaerat vestrum strenuus appositus atrocitas. Tepesco tepidus damno bene tres depono.
Adaugeo vigilo verbera aliqua urbanus ter varietas. Caute amplus contego. Sufficio suadeo adduco absorbeo atqui aggredior tum vomer tam ago.
Confido creber cavus volubilis. Vitiosus ventosus contabesco chirographum alii clamo claro absens conforto. Ambulo spargo defero suscipio creptio.

Example:
```
Turpis voluptas cursim.
Derelinquo vestigium argumentum supellex anser decet.
Suffragium sperno tero provident eum patria.
Super sumo aureus apto adversus.
Totidem bene peccatus ab testimonium officiis comitatus doloremque alioqui.
```

Key points:
Exercitationem vesper capitulus conturbo cursus accusamus sequi totidem soluta. Ultra cupio impedit. Tabula voluptate approbo canis suscipit.",5,2024-10-09 06:04:27.257
353,155,Unsupervised Learning,"Vestrum studio assentator distinctio conservo taceo cur cometes surculus thesis. Sperno tutamen vere. Depopulo trucido unus decumbo sollicito pauper quos audax cur copia.
Tutis tolero vigor amissio bellicus desipio tamquam commodo. Angelus umbra stipes ex velociter vulgo carpo aduro amo. Porro cornu stipes defungo confero tredecim ventosus.
Ascit tondeo vesco dedico soluta commemoro urbs voluptatibus. Beneficium creber amoveo quidem tum aqua thalassinus cogito magnam calcar. Distinctio unde compono nobis traho cibo vis suppellex.

Example:
```
Pectus ratione advoco excepturi abscido atavus conitor uxor spargo.
Ait corrupti blandior eius accommodo cena.
Aliqua agnosco pectus capitulus aestas colligo adsidue vitae.
At denego peccatus advoco defleo annus.
Nam adaugeo audentia dolorem vulgaris alter.
```

Key points:
Cunae cauda volo capillus ut undique arbustum adhuc temptatio aspernatur. Absque delicate desino vociferor aiunt amo triduana. Agnitio amiculum vulgo aeternus tibi concido consuasor tollo.",2,2024-10-09 06:04:27.258
354,155,Design Patterns,"Deserunt callide ocer tardus cunabula. Aestivus sperno conqueror et saepe conqueror autem tertius cunabula cursus. Alter nihil vulariter comitatus altus vergo uredo talio arma.
Tristis vallum carmen deprecator uxor sperno at quod. Sopor quam crepusculum usque curis cupiditate cinis. Virtus soluta copiose volo.
Ascisco ago curiositas cena. Alii tyrannus comedo vox volutabrum tardus. Tremo vulgaris conforto concedo unus aveho vivo coaegresco aiunt decipio.

Example:
```
Abstergo defluo thorax bene non tepesco surculus adicio tendo cohibeo.
Victus colligo conspergo astrum copia tergiversatio arx.
Bis pauci tres animi conor aliquam triduana.
Ratione depraedor perspiciatis corpus tersus vel depromo talio basium bibo.
Conscendo amiculum causa vinitor eaque.
```

Key points:
Aequus adnuo eos convoco curto aequus ea caute antea. Allatus venustas tempus sperno accedo curatio vesper. Conforto vitium pecto stipes viduo atavus vero.",3,2024-10-09 06:04:27.258
355,155,Arrays and Lists,"Aspernatur ambulo rerum aspernatur cornu facere supplanto delego conatus. Ustilo compono tabgo votum alienus soleo conor vere careo. Cariosus adulescens pariatur adhuc bellum tandem dolores.
Contego carcer ullam apud thymbra accusator torqueo asperiores conqueror. Vestigium accedo adhaero iure tempora volva vestrum suggero. Demulceo capio audax.
Temperantia velociter currus earum id desipio coma umquam. Vulpes civis ultra coniuratio vulpes vel. Desparatus adflicto creptio chirographum ciminatio defessus vitiosus velut.

Example:
```
Illum comprehendo doloribus varius dicta.
Cometes umquam tactus spargo amor tametsi delibero.
Curriculum ascisco benevolentia claustrum cursus.
Ubi cinis angulus correptius laudantium pax derelinquo carpo succurro.
Termes vulariter taedium verbum conor virtus vicissitudo tollo crur.
```

Key points:
Iure nesciunt quos quod statua caterva aufero complectus accommodo. Calculus speculum admiratio timor suus. Absconditus vestrum demonstro tabernus utor clibanus.",4,2024-10-09 06:04:27.258
356,155,JavaScript Basics,"Temeritas comburo creta placeat cado defleo adimpleo acceptus advoco creo. Caecus abbas clementia. Clam perspiciatis decet libero derideo facilis depraedor suspendo creptio tabella.
Clibanus culpa quisquam terreo tener apparatus turbo. Maxime varietas suffragium talis cunabula odit nobis. Assumenda cuius curriculum bene ars vinitor utique.
Accommodo arma suscipio vinitor. Solutio advoco deprecator ea. Vero tristis error adsuesco angulus ocer.

Example:
```
Bene vestrum testimonium arx spoliatio adicio cito optio suggero conatus.
Tamdiu cilicium vester templum thalassinus toties amitto cilicium.
Certus tui versus coadunatio vapulus repudiandae patior canis tamisium in.
Assumenda cum illum derelinquo.
Crepusculum animadverto aqua demo caelum derideo cubicularis solum totidem.
```

Key points:
Tametsi vos umbra balbus tendo umquam claro cunabula acsi. Sufficio verus claustrum sum distinctio carpo deduco. Desparatus verecundia consectetur absorbeo tendo somnus adeo comminor similique urbs.",5,2024-10-09 06:04:27.258
325,150,Arrays and Lists,"Demulceo campana sulum aspicio voco adduco subseco paulatim. Pariatur corrigo argumentum velut utrimque admoneo appositus coniecto nulla vae. Truculenter timor causa aiunt vitiosus ater degenero sursum.
Aeneus brevis bestia contabesco denuncio bibo aeternus crapula creo cilicium. Concedo aspicio arbitro. Tempora aro utilis voluptas bonus quis corrigo adsum valens armarium.
Tertius tutamen doloribus cognomen beatae clamo. Fuga capio terga blanditiis suscipio appello candidus adfectus suggero. Nisi derelinquo corporis aurum.

Example:
```
Animi angustus venia aeternus.
Ustulo arceo accusantium atqui tepesco cunae bardus volup.
Pel comprehendo avaritia amplus.
Denego volubilis caries.
Trepide est voluntarius eligendi cubitum trucido thesis.
```

Key points:
Cotidie timidus carbo approbo calculus attonbitus amplexus. Adulescens suscipit crustulum pel abbas cauda subiungo. Aufero ratione arbitro addo dolorum sol bos.",1,2024-10-09 06:04:27.258
336,150,JavaScript Basics,"Ascit aegre strues somniculosus demonstro vindico ter tamisium debilito decumbo. Cunabula minima adfectus theatrum compello autem cogito decimus amplus. Terebro aegrus amitto corroboro decretum.
Adaugeo corona voluptatum explicabo uredo. Dolorem cura defungo ver verbum contego universe desolo cur. Cuppedia coma vox terga delectatio trado deprimo.
Summisse absque vereor. Careo perferendis verto adduco corporis tepidus audentia modi aegre. Crastinus tamdiu adinventitias aveho acidus apto.

Example:
```
Debilito adulescens versus beatus deprecator tametsi suffragium capto tamdiu copia.
Spes stillicidium vigilo debilito ait ascit.
Accommodo tendo umquam vacuus tabernus blanditiis trado.
Suffoco molestias denuncio.
Aiunt ater sustineo comminor subseco subseco stella apud aranea.
```

Key points:
Conturbo derideo cubitum cuius cena decens. Auxilium corrumpo vinculum atque approbo. Cilicium toties adstringo.",2,2024-10-09 06:04:27.258
337,150,Functions and Methods,"Depromo comminor vallum adeo. Illo cena vitium decerno. Solum laboriosam ultra voluptates thorax apostolus.
Verus vitiosus tamen cornu adicio clam congregatio. Votum defetiscor pel vigor cura patior tondeo cogito casso. Vaco dens caute temporibus.
Vacuus vacuus blandior tantum volaticus confugo. Accusator clibanus adicio occaecati cubitum. Hic totam harum cursus cupressus inventore quaerat.

Example:
```
Dolor alioqui voluptates terreo tertius.
Subseco attollo confugo.
Et tonsor voco caelum conspergo una amplitudo degenero vicissitudo suus.
Bonus alius tenax amplitudo arceo suasoria vomito vulgivagus.
Aduro ultra sordeo absorbeo certus compono vulgo suus thymum placeat.
```

Key points:
Tamquam despecto aranea conicio aeneus super territo conturbo curto. Cogo conatus argumentum sonitus deinde trepide ager contra tepesco. Conqueror aggredior accedo atrox turba deputo defessus vitium alii cubo.",3,2024-10-09 06:04:27.258
338,150,JavaScript Basics,"Tonsor cito acervus succedo incidunt ustulo amita solitudo. Arca aegrus antiquus error tredecim absum. Textus cunae provident vilicus universe ater cras adipiscor alii turpis.
Volaticus adeo thymum nihil consequuntur nobis sumptus. Crinis consequuntur atrocitas conqueror fugiat rem impedit. Arbustum pauper tutamen depromo coadunatio cibus aeneus clam degero.
Apud adicio provident cauda vesica speciosus alius. Crur benigne torqueo uter. Trado copia aegrotatio cogo cogo amissio depereo ventito sperno.

Example:
```
Quos reprehenderit concido cinis cubo talus conduco.
Amplitudo optio vinitor tergo.
Talus cenaculum averto audacia supra vociferor vindico supplanto tum adsum.
Cervus civis tutamen perspiciatis stips.
Quo tamquam quisquam sui venustas cogito cervus deficio crudelis.
```

Key points:
Sufficio tergeo capitulus rerum. Spes consuasor adfero pauper praesentium xiphias valeo eum decretum. Velit aiunt optio delectus totidem.",4,2024-10-09 06:04:27.258
339,150,Object-Oriented Programming,"Volaticus stella ambulo strues. Adfectus aestivus repudiandae. Cimentarius sui vere.
Aetas commemoro vitiosus consuasor adulatio creptio viduo dolorum conatus. Sordeo debitis utilis soluta demitto adicio. Texo suscipit ambulo coruscus vinitor antiquus cattus cilicium umquam vilis.
Sed subnecto concido ager ambitus absens. Tumultus arx vado sto clementia triduana aliquam aveho. Subnecto ara ventosus capitulus thorax celer officia amissio curso impedit.

Example:
```
Cunabula voluntarius cura.
Cunabula tantum atqui decretum.
Pauci ver volup a vito enim non clarus atrox suggero.
Pauper spes cumque.
Patria vallum depono cometes cerno terminatio ulciscor calamitas cupressus timor.
```

Key points:
Anser stipes curiositas aufero agnitio adficio ventito abscido. Summisse omnis aestus vito tracto uterque. Auditor victoria sed audeo canonicus earum velociter patria.",5,2024-10-09 06:04:27.258
357,153,Design Patterns,"Theca collum compello eos substantia clibanus ars vir tactus. Vociferor sui aequus. Cursus molestias tempore confero terga.
Conduco officia audio curto ex atqui. Vulariter ascit tener ullus modi atrocitas suus. Molestiae deludo eum tero denuo tempora tripudio.
Uxor omnis tantum adeptio amissio maxime dens atque timidus articulus. Eligendi tutis toties decerno demitto. Civitas tantillus cresco vobis virtus cubicularis.

Example:
```
Tenax totus voluptatum earum dedico desparatus.
Abscido campana cultellus.
Deduco cui turpis atqui cribro in patria terra.
Reiciendis sto arma beatus ascisco depereo caute audacia conventus candidus.
Vester ait deporto cornu celebrer virtus caterva quis.
```

Key points:
Deorsum ancilla corona amicitia consequatur terror tunc. Sumo venia dignissimos suggero audacia suggero. Celo vulnero cunae arca tyrannus.",2,2024-10-09 06:04:27.258
330,154,Unsupervised Learning,"Conventus deputo spero. Veritatis ratione bene cupio. Deserunt solio ademptio absconditus thymbra.
Termes suffragium spes cui odio cerno crudelis aeneus quae. Virtus somniculosus nam. Recusandae dens umquam confido.
Perferendis degenero debilito vinitor thema depereo centum animadverto vulgaris. Temeritas basium curtus condico. Quaerat cotidie turbo.

Example:
```
Sequi baiulus tabula.
Pel talio clementia comminor constans cauda rerum torrens.
Sodalitas somnus bos acidus varius fugit.
Sequi amplus versus canis ceno mollitia adversus arcus angustus contra.
Desparatus amplus adsuesco texo aegrotatio baiulus calamitas.
```

Key points:
Comburo vulnero defaeco ad validus abbas ultra cogo tenetur. Provident arca terminatio. Approbo tamisium dolor barba voluptas termes cubicularis advoco.",1,2024-10-09 06:04:27.257
